id,company_id,role,title,description,salary_h,hours_per_week,area,location,years_xp,work_model,contract_type,date_expires
49,19,Product Engineer,Product Engineer 41,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,119,26,Other Specialty Stores,9205 Tennessee Alley,3-5 anos,Presencial,Tempo inteiro,2023-06-11
50,26,Help Desk Operator,Help Desk Operator 98,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,95,35,EDP Services,8533 Bartelt Drive,0-3 anos,Híbrido,Tempo inteiro,2023-02-07
51,49,Occupational Therapist,Occupational Therapist 47,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,48,33,Catalog/Specialty Distribution,9521 Huxley Court,10+ anos,Remoto,Estágio,2022-12-28
52,21,Budget/Accounting Analyst III,Budget/Accounting Analyst III 79,neque aenean auctor gravida sem praesent id massa id nisl venenatis,53,32,Miscellaneous manufacturing industries,60016 Anzinger Plaza,3-5 anos,Híbrido,Meia jornada,2023-06-18
53,19,Professor,Professor 93,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,91,37,Electric Utilities: Central,9205 Tennessee Alley,5-10 anos,Híbrido,Estágio,2023-08-24
54,42,Data Coordiator,Data Coordiator 36,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,109,23,Real Estate Investment Trusts,38 Spaight Hill,3-5 anos,Híbrido,Meia jornada,2023-09-05
55,39,Senior Cost Accountant,Senior Cost Accountant 28,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,97,25,Real Estate,7 Artisan Court,3-5 anos,Híbrido,Tempo inteiro,2023-01-28
56,28,Physical Therapy Assistant,Physical Therapy Assistant 65,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,97,40,EDP Services,721 Morrow Court,3-5 anos,Híbrido,Tempo inteiro,2022-12-05
57,29,Junior Executive,Junior Executive 19,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,53,28,Major Pharmaceuticals,821 Golf Course Point,5-10 anos,Presencial,Estágio,2023-01-02
58,40,Automation Specialist III,Automation Specialist III 39,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,74,39,RETAIL: Building Materials,10 Schmedeman Plaza,3-5 anos,Presencial,Meia jornada,2023-09-20
59,34,Speech Pathologist,Speech Pathologist 28,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,69,35,Oil Refining/Marketing,79 Lighthouse Bay Pass,5-10 anos,Presencial,Estágio,2023-04-27
60,27,Web Designer IV,Web Designer IV 80,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,118,30,Finance: Consumer Services,94 Mariners Cove Circle,10+ anos,Híbrido,Meia jornada,2023-09-30
61,31,Accountant I,Accountant I 1,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,45,30,n/a,2 Carberry Plaza,0 anos,Remoto,Estágio,2023-05-25
62,44,Food Chemist,Food Chemist 74,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,102,21,Business Services,80975 Del Mar Pass,10+ anos,Presencial,Tempo inteiro,2023-10-02
63,8,Accounting Assistant I,Accounting Assistant I 2,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,5,33,n/a,5872 Beilfuss Way,5-10 anos,Remoto,Tempo inteiro,2023-05-24
64,5,Web Developer II,Web Developer II 85,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,120,38,Department/Specialty Retail Stores,458 Elgar Terrace,10+ anos,Remoto,Estágio,2023-05-16
65,35,Civil Engineer,Civil Engineer 91,velit vivamus vel nulla eget eros elementum pellentesque quisque porta,54,32,Savings Institutions,7544 Ruskin Road,0-3 anos,Remoto,Estágio,2023-08-15
66,48,Director of Sales,Director of Sales 16,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,99,29,Department/Specialty Retail Stores,23897 Columbus Place,0-3 anos,Remoto,Estágio,2023-04-12
67,26,Geologist II,Geologist II 68,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,92,34,Industrial Machinery/Components,8533 Bartelt Drive,0-3 anos,Remoto,Meia jornada,2023-02-24
68,37,Payment Adjustment Coordinator,Payment Adjustment Coordinator 21,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,14,25,Other Consumer Services,128 Goodland Lane,3-5 anos,Presencial,Tempo inteiro,2023-02-28
69,10,Nurse Practicioner,Nurse Practicioner 68,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,113,23,n/a,1 Fairview Way,10+ anos,Remoto,Estágio,2023-04-14
70,6,Senior Editor,Senior Editor 70,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,80,40,Agricultural Chemicals,9643 Corry Lane,10+ anos,Remoto,Tempo inteiro,2023-02-03
71,22,VP Accounting,VP Accounting 88,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,93,35,Computer Manufacturing,3 Bay Plaza,5-10 anos,Híbrido,Meia jornada,2023-01-09
72,16,Junior Executive,Junior Executive 22,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,12,33,n/a,63077 Grasskamp Lane,3-5 anos,Híbrido,Estágio,2023-05-16
73,23,Analyst Programmer,Analyst Programmer 9,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,59,35,Clothing/Shoe/Accessory Stores,8 Moulton Circle,3-5 anos,Remoto,Tempo inteiro,2023-09-11
74,33,Clinical Specialist,Clinical Specialist 35,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,87,21,Home Furnishings,605 Lillian Avenue,10+ anos,Remoto,Estágio,2023-03-12
75,41,Technical Writer,Technical Writer 72,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,30,29,n/a,39840 Bunting Circle,3-5 anos,Híbrido,Estágio,2023-03-27
76,30,Teacher,Teacher 23,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,117,32,Industrial Machinery/Components,906 Hazelcrest Way,0-3 anos,Híbrido,Tempo inteiro,2022-12-16
77,18,Help Desk Technician,Help Desk Technician 82,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,42,34,Real Estate Investment Trusts,92 Elka Court,10+ anos,Híbrido,Meia jornada,2023-08-29
78,14,Senior Sales Associate,Senior Sales Associate 90,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,84,32,n/a,8 Scoville Avenue,5-10 anos,Híbrido,Estágio,2022-12-15
79,24,Tax Accountant,Tax Accountant 1,vivamus in felis eu sapien cursus vestibulum proin eu mi,105,39,Major Pharmaceuticals,0 Aberg Plaza,5-10 anos,Híbrido,Meia jornada,2023-04-01
80,38,Developer I,Developer I 27,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,23,39,Business Services,752 Golf Crossing,0 anos,Híbrido,Meia jornada,2023-05-31
81,9,Payment Adjustment Coordinator,Payment Adjustment Coordinator 82,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,45,38,Major Banks,65247 Mallory Court,5-10 anos,Híbrido,Meia jornada,2022-12-20
82,32,Geological Engineer,Geological Engineer 86,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,95,28,Business Services,11 Elka Court,10+ anos,Presencial,Meia jornada,2023-07-03
83,46,Editor,Editor 1,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,31,27,Auto Parts:O.E.M.,7322 Magdeline Plaza,0-3 anos,Presencial,Tempo inteiro,2023-06-17
84,2,Staff Scientist,Staff Scientist 61,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,71,38,Medical/Dental Instruments,8544 Forest Run Park,10+ anos,Híbrido,Estágio,2023-03-09
85,47,Systems Administrator IV,Systems Administrator IV 48,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,120,24,n/a,79031 Lighthouse Bay Road,0-3 anos,Híbrido,Tempo inteiro,2022-12-11
86,1,Desktop Support Technician,Desktop Support Technician 53,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,98,26,n/a,2 Eastlawn Parkway,0 anos,Presencial,Estágio,2023-10-10
87,36,Accountant II,Accountant II 30,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,12,26,Biotechnology: Electromedical & Electrotherapeutic Apparatus,73 Golf Place,5-10 anos,Presencial,Meia jornada,2022-12-18
88,50,Teacher,Teacher 12,pede lobortis ligula sit amet eleifend pede libero quis orci nullam,67,32,n/a,0 Declaration Street,5-10 anos,Remoto,Estágio,2023-04-17
89,11,Executive Secretary,Executive Secretary 55,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,83,22,Department/Specialty Retail Stores,1431 East Alley,0-3 anos,Remoto,Meia jornada,2023-08-28
90,17,Information Systems Manager,Information Systems Manager 37,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,78,37,Major Banks,6426 New Castle Court,3-5 anos,Remoto,Estágio,2023-01-22
91,4,Geologist I,Geologist I 60,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,74,37,Semiconductors,77381 Scoville Street,0-3 anos,Presencial,Tempo inteiro,2023-02-03
92,25,Help Desk Operator,Help Desk Operator 88,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,106,28,n/a,71398 Graceland Pass,0-3 anos,Híbrido,Tempo inteiro,2023-06-29
93,43,Compensation Analyst,Compensation Analyst 8,volutpat sapien arcu sed augue aliquam erat volutpat in congue,65,29,Real Estate Investment Trusts,1404 Carioca Park,0-3 anos,Presencial,Meia jornada,2023-11-07
94,7,Desktop Support Technician,Desktop Support Technician 62,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,56,37,EDP Services,35270 Delaware Way,10+ anos,Híbrido,Meia jornada,2022-12-25
95,13,Chemical Engineer,Chemical Engineer 44,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,98,33,RETAIL: Building Materials,8132 Rockefeller Lane,5-10 anos,Presencial,Tempo inteiro,2023-06-17
96,45,Research Assistant IV,Research Assistant IV 91,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,46,31,Savings Institutions,02325 Chive Center,0 anos,Híbrido,Meia jornada,2023-06-26
97,12,Analyst Programmer,Analyst Programmer 24,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,58,31,Major Banks,44598 Arizona Center,3-5 anos,Presencial,Estágio,2023-01-19
98,3,Internal Auditor,Internal Auditor 75,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,120,30,Broadcasting,90 Bluejay Plaza,10+ anos,Híbrido,Meia jornada,2023-04-22
99,20,Marketing Assistant,Marketing Assistant 17,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,101,36,Oil & Gas Production,89468 Transport Lane,10+ anos,Presencial,Tempo inteiro,2023-05-31
100,15,Quality Engineer,Quality Engineer 44,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,26,27,Major Banks,0 Gulseth Circle,0-3 anos,Presencial,Estágio,2023-09-18
101,19,Legal Assistant,Legal Assistant 24,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,59,25,Major Banks,9205 Tennessee Alley,0 anos,Híbrido,Meia jornada,2023-01-18
102,27,Human Resources Manager,Human Resources Manager 92,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,28,39,Natural Gas Distribution,94 Mariners Cove Circle,3-5 anos,Presencial,Tempo inteiro,2022-12-25
103,33,Professor,Professor 18,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,95,34,Industrial Machinery/Components,605 Lillian Avenue,10+ anos,Remoto,Estágio,2023-06-11
104,34,Social Worker,Social Worker 15,est donec odio justo sollicitudin ut suscipit a feugiat et eros,55,38,Precious Metals,79 Lighthouse Bay Pass,0-3 anos,Híbrido,Estágio,2023-02-23
105,6,Director of Sales,Director of Sales 15,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,62,26,Electric Utilities: Central,9643 Corry Lane,0 anos,Presencial,Estágio,2023-10-11
106,20,Assistant Manager,Assistant Manager 30,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,23,21,Telecommunications Equipment,89468 Transport Lane,5-10 anos,Presencial,Estágio,2023-07-28
107,38,Associate Professor,Associate Professor 86,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,30,30,Major Pharmaceuticals,752 Golf Crossing,3-5 anos,Presencial,Estágio,2023-11-20
108,35,VP Product Management,VP Product Management 35,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,21,33,Food Chains,7544 Ruskin Road,3-5 anos,Presencial,Estágio,2023-09-09
109,12,Junior Executive,Junior Executive 84,felis sed interdum venenatis turpis enim blandit mi in porttitor,64,31,Multi-Sector Companies,44598 Arizona Center,10+ anos,Presencial,Estágio,2023-03-12
110,11,Nuclear Power Engineer,Nuclear Power Engineer 46,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,97,36,Finance: Consumer Services,1431 East Alley,0 anos,Remoto,Tempo inteiro,2023-06-07
111,42,Geologist III,Geologist III 92,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,71,40,n/a,38 Spaight Hill,10+ anos,Remoto,Estágio,2022-11-24
112,26,Editor,Editor 62,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,110,21,Electrical Products,8533 Bartelt Drive,5-10 anos,Presencial,Tempo inteiro,2023-08-30
113,47,Food Chemist,Food Chemist 67,elit ac nulla sed vel enim sit amet nunc viverra,113,36,n/a,79031 Lighthouse Bay Road,0 anos,Remoto,Estágio,2022-12-20
114,10,Editor,Editor 89,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,67,26,n/a,1 Fairview Way,5-10 anos,Híbrido,Meia jornada,2023-09-11
115,5,Engineer II,Engineer II 10,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,122,36,Automotive Aftermarket,458 Elgar Terrace,0-3 anos,Remoto,Estágio,2022-12-05
116,17,Human Resources Manager,Human Resources Manager 94,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,81,28,Major Pharmaceuticals,6426 New Castle Court,0-3 anos,Híbrido,Meia jornada,2023-03-18
117,39,Recruiter,Recruiter 75,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,42,34,Other Consumer Services,7 Artisan Court,10+ anos,Presencial,Meia jornada,2022-12-01
118,25,Account Representative III,Account Representative III 94,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,16,39,n/a,71398 Graceland Pass,0 anos,Híbrido,Estágio,2022-12-30
119,40,Chemical Engineer,Chemical Engineer 73,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,83,25,Major Pharmaceuticals,10 Schmedeman Plaza,10+ anos,Híbrido,Meia jornada,2023-09-17
120,7,Account Coordinator,Account Coordinator 58,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,58,34,n/a,35270 Delaware Way,3-5 anos,Híbrido,Tempo inteiro,2023-09-30
121,8,Research Nurse,Research Nurse 6,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,21,39,n/a,5872 Beilfuss Way,5-10 anos,Presencial,Tempo inteiro,2022-12-11
