id,company_id,user_id,rating,text
31,6,290,5,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
32,23,663,2,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
33,28,853,5,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
34,18,740,5,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
35,46,528,5,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
36,47,675,5,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
37,39,337,2,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
38,16,968,3,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
39,9,591,3,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
40,49,776,2,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
41,41,167,2,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
42,8,276,3,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
43,27,435,4,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
44,2,786,1,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
45,12,355,5,odio odio elementum eu interdum eu tincidunt in leo maecenas
46,17,286,5,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
47,21,166,3,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
48,20,424,3,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
49,36,30,3,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
50,44,910,2,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
51,17,648,2,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
52,30,225,1,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
53,10,806,2,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
54,43,711,2,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
55,3,345,4,justo etiam pretium iaculis justo in hac habitasse platea dictumst
56,40,242,3,at nulla suspendisse potenti cras in purus eu magna vulputate
57,34,954,3,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
58,23,168,2,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
59,35,463,2,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
60,26,470,4,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
61,36,742,4,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
62,1,893,2,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
63,4,810,1,pretium quis lectus suspendisse potenti in eleifend quam a odio
64,50,557,2,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
65,5,514,4,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
66,38,646,5,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
67,22,477,2,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
68,9,663,4,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
69,31,984,5,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
70,8,364,4,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
71,44,523,5,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
72,7,998,2,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
73,11,405,1,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
74,13,737,1,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
75,16,775,5,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
76,14,924,3,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
77,33,691,2,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
78,47,112,5,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
79,18,730,5,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
80,12,142,4,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
81,49,102,3,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
82,2,733,5,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
83,48,866,5,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
84,41,590,5,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
85,46,36,2,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
86,6,151,3,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
87,24,705,4,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
88,45,448,5,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
89,28,311,4,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
90,32,387,1,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
91,15,956,2,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
92,39,293,5,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
93,25,571,4,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
94,21,550,4,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
95,42,500,5,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
96,19,588,4,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
97,27,316,2,sit amet diam in magna bibendum imperdiet nullam orci pede
98,20,195,4,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
99,37,607,3,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
100,29,825,5,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
101,16,870,1,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
102,39,696,5,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
103,31,376,5,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
104,33,902,2,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
105,23,822,3,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
106,7,287,2,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
107,6,845,4,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
108,50,353,3,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
109,42,898,3,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
110,18,325,2,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
111,4,508,5,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
112,30,63,2,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
113,35,227,3,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
114,13,7,1,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
115,46,41,1,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
116,5,280,1,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
117,28,989,1,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
118,43,907,3,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
119,3,657,5,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
120,14,292,4,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
121,44,94,4,tristique est et tempus semper est quam pharetra magna ac consequat
122,19,132,1,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
123,15,67,2,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
124,2,428,5,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
125,27,788,3,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
126,24,421,5,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
127,48,532,3,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
128,45,260,4,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
129,17,47,2,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
130,1,966,5,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
131,8,630,5,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
132,34,598,2,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
133,21,479,2,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
134,40,773,4,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
135,38,394,5,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
136,25,971,4,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
137,22,139,2,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
138,49,330,3,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
139,12,27,2,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
140,47,5,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
141,36,379,4,sed tincidunt eu felis fusce posuere felis sed lacus morbi
142,29,122,3,eu massa donec dapibus duis at velit eu est congue elementum in hac
143,41,120,1,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
144,10,410,3,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
145,9,252,5,velit donec diam neque vestibulum eget vulputate ut ultrices vel
146,26,859,3,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
147,37,468,5,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
148,11,228,5,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
149,32,92,5,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
150,20,197,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
151,21,157,5,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
152,19,938,4,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
153,5,510,1,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
154,6,123,2,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
155,2,102,5,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
156,17,362,2,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
157,45,706,4,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
158,36,491,3,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
159,22,867,5,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
160,29,333,1,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
161,41,612,3,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
162,18,859,2,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
163,16,926,2,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
164,43,525,3,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
165,30,535,3,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
166,24,824,2,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
167,35,583,3,venenatis turpis enim blandit mi in porttitor pede justo eu massa
168,11,255,4,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
169,27,308,5,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
170,37,245,4,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
171,13,471,3,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
172,49,420,1,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in
173,12,395,2,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
174,15,236,4,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
175,44,481,1,mi in porttitor pede justo eu massa donec dapibus duis at
176,26,398,5,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
177,25,372,3,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
178,3,385,3,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
179,7,795,2,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
180,9,825,2,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
181,42,843,5,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
182,4,52,2,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
183,1,425,5,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
184,50,906,3,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
185,8,391,2,nibh in lectus pellentesque at nulla suspendisse potenti cras in
186,33,655,3,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
187,14,821,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
188,32,467,4,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
189,31,54,3,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
190,46,584,2,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
191,48,289,5,turpis enim blandit mi in porttitor pede justo eu massa
192,23,232,2,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
193,40,412,4,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
194,38,403,3,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
195,10,119,5,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
196,20,630,1,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
197,47,482,4,urna ut tellus nulla ut erat id mauris vulputate elementum
198,34,700,5,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
199,39,325,2,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
200,28,624,5,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
201,50,744,3,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
202,29,216,1,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
203,18,12,3,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
204,31,26,5,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
205,6,144,2,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
206,27,191,5,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
207,14,743,3,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
208,16,501,2,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
209,19,105,1,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
210,46,976,5,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
211,20,814,5,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
212,47,544,5,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
213,3,385,2,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
214,11,988,1,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
215,10,792,1,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
216,36,992,3,nulla nunc purus phasellus in felis donec semper sapien a libero
217,35,820,1,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
218,25,497,1,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
219,37,445,4,diam in magna bibendum imperdiet nullam orci pede venenatis non
220,13,569,1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
221,49,810,2,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
222,7,57,1,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
223,15,333,5,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
224,45,146,5,tellus in sagittis dui vel nisl duis ac nibh fusce
225,8,651,1,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
226,39,85,1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
227,34,982,1,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
228,30,226,1,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
229,24,70,1,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
230,43,379,3,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
231,12,700,1,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
232,48,326,5,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
233,9,20,1,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
234,2,875,3,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
235,38,986,1,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
236,4,631,3,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
237,17,473,2,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
238,32,876,5,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
239,22,619,3,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
240,5,675,2,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
241,42,935,3,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
242,33,446,1,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
243,21,321,5,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
244,1,588,3,felis eu sapien cursus vestibulum proin eu mi nulla ac enim
245,41,659,5,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
246,23,776,3,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
247,28,994,3,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
248,44,467,3,ornare consequat lectus in est risus auctor sed tristique in
249,40,45,3,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
250,26,764,3,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
251,47,884,1,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
252,35,490,2,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
253,40,164,5,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
254,13,183,3,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
255,18,315,4,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
256,38,920,5,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
257,5,148,1,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
258,17,261,2,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
259,27,145,3,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
260,28,127,1,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
261,41,169,4,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
262,12,939,2,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
263,24,514,5,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
264,25,87,4,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
265,20,668,3,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
266,37,324,5,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
267,22,337,4,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
268,26,366,3,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
269,10,339,5,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
270,14,576,4,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
271,43,454,4,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
272,3,551,3,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
273,42,15,4,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
274,1,207,1,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
275,44,248,2,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
276,11,334,5,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
277,15,262,3,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
278,36,824,2,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
